"","spp","X","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file","maxlength","fecundity_mean","fertilization","reproductionmode"
"1911","Thamnaconus hypargyreus",1980,"Lesser-spotted leatherjacket","Li et al. 2016 Mitochondrial DNA 27:798-805","China","Pearl River Estuary",21.6166666666667,113.616666666667,NA,"2013","control region",35,"636",0.9597,NA,0.0116,NA,"mtdna102",17.8,NA,NA,NA
"1912","Thamnaconus hypargyreus",1981,"Lesser-spotted leatherjacket","Li et al. 2016 Mitochondrial DNA 27:798-805","China","West Guangdong",21.0833333333333,111.083333333333,NA,"2013","control region",34,"636",0.918,NA,0.0069,NA,"mtdna102",17.8,NA,NA,NA
"1913","Thunnus albacares",1982,"Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","KK",8.33333333333333,79.2,"YFINEIO","2002","ATPase 6, 8",51,"498",0.722,NA,0.002,NA,"mtdna101",239,2408153.4,"external","dioecism"
"1914","Thunnus albacares",1983,"Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","KR",6.28333333333333,82.3833333333333,"YFINEIO","2001","ATPase 6, 8",52,"498",0.721,NA,0.002,NA,"mtdna101",239,2408153.4,"external","dioecism"
"1915","Thunnus albacares",1984,"Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","MD",4.33333333333333,73.15,"YFINEIO","2003","ATPase 6, 8",42,"498",0.507,NA,0.001,NA,"mtdna101",239,2408153.4,"external","dioecism"
"1916","Thunnus albacares",1985,"Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","NE",6.95,79.3,"YFINEIO","2003","ATPase 6, 8",27,"498",0.595,NA,0.002,NA,"mtdna101",239,2408153.4,"external","dioecism"
"1917","Thunnus albacares",1986,"Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","TA",5.7,81.2333333333333,"YFINEIO","2003","ATPase 6, 8",17,"498",0.117,NA,0,NA,"mtdna101",239,2408153.4,"external","dioecism"
"1918","Thunnus albacares",1987,"Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","TR",8.96666666666667,81.85,"YFINEIO","2004","ATPase 6, 8",39,"498",0.317,NA,0.001,NA,"mtdna101",239,2408153.4,"external","dioecism"
"1919","Thunnus albacares",1988,"Yellowfin tuna","Dammannagoda et. al 2008 Fisheries Research 90:147-157","Sri Lanka","WE",5.56666666666667,80.3,"YFINEIO","2003","ATPase 6, 8",19,"498",0.521,NA,0.002,NA,"mtdna101",239,2408153.4,"external","dioecism"
"1920","Thunnus albacares",1989,"Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Agatti",10.5,72.12,NA,"2008","D-loop",23,"500",1,NA,NA,NA,"mtdna102",239,2408153.4,"external","dioecism"
"1921","Thunnus albacares",1990,"Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Kochi",9.58,76.16,NA,"2008","D-loop",48,"500",0.9991,NA,NA,NA,"mtdna102",239,2408153.4,"external","dioecism"
"1922","Thunnus albacares",1991,"Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Pondicherry",11.927044,79.853967,NA,"2008","D-loop",50,"500",0.9984,NA,NA,NA,"mtdna102",239,2408153.4,"external","dioecism"
"1923","Thunnus albacares",1992,"Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Port-Blair",11.4,92.46,NA,"2008","D-loop",50,"500",0.9991,NA,NA,NA,"mtdna102",239,2408153.4,"external","dioecism"
"1924","Thunnus albacares",1993,"Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Tuticorin",8.49,78.08,NA,"2009","D-loop",50,"500",0.9992,NA,NA,NA,"mtdna102",239,2408153.4,"external","dioecism"
"1925","Thunnus albacares",1994,"Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Veraval",20.54,70.22,NA,"2007","D-loop",50,"500",0.9984,NA,NA,NA,"mtdna102",239,2408153.4,"external","dioecism"
"1926","Thunnus albacares",1995,"Yellowfin tuna","Kunal et al. 2013 Conserv. Genet. 14:205-213","India","Vizag",17.42,83.15,NA,"2009","D-loop",50,"500",0.9967,NA,NA,NA,"mtdna102",239,2408153.4,"external","dioecism"
"1927","Thunnus obesus",1996,"Bigeye tuna","Wu et al. 2014 Fish. Sci. 80:415-426","Pacific","Central-western Pacific",4.5,168.5,NA,"2009","cytb",24,"686",0.793,NA,0.0026,NA,"mtdna102",250,5531857.5,"external","dioecism"
"1928","Torpedo marmorata",1997,"Marbled electric ray","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","ND2",6,"990",0.867,0.129,0.0051,0.0033,"mtdna103",100,5,"internal (oviduct)","dioecism"
"1929","Torpedo marmorata",1998,"Marbled electric ray","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","cytochrome c oxidase subunit I",6,"610",0.733,0.155,0.0025,0.002,"mtdna103",100,5,"internal (oviduct)","dioecism"
"1930","Totoaba macdonaldi",1999,"Totoaba","Valenzuela-QuiÒonez et al. 2016 Journal of Heredity 107:496-503","Mexico","BahÌa de Lobos",27.936053,-110.517565,NA,"2005-2013","16S, COI, CR",15,"1816",0.981,0.008004,0.00394,8e-05,"mtdna102",200,NA,NA,NA
"1931","Totoaba macdonaldi",2000,"Totoaba","Valenzuela-QuiÒonez et al. 2016 Journal of Heredity 107:496-503","Mexico","Core Zone",31.483661,-114.627975,NA,"2005-2013","16S, COI, CR",12,"1816",1,0.009815,0.0037,0.000153,"mtdna102",200,NA,NA,NA
"1932","Totoaba macdonaldi",2001,"Totoaba","Valenzuela-QuiÒonez et al. 2016 Journal of Heredity 107:496-503","Mexico","Desemboque",29.322968,-112.505276,NA,"2005-2013","16S, COI, CR",4,"1816",1,0.0885,0.00424,0.000445,"mtdna102",200,NA,NA,NA
"1933","Totoaba macdonaldi",2002,"Totoaba","Valenzuela-QuiÒonez et al. 2016 Journal of Heredity 107:496-503","Mexico","San Luis Gonzaga",29.854438,-114.332984,NA,"2005-2013","16S, COI, CR",8,"1816",1,0.022274,0.00383,0.000209,"mtdna102",200,NA,NA,NA
"1934","Trachurus mediterraneus",2003,"Mediterraneus horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","AS",38.46,26.89,NA,"2005","control region",10,"862",0.978,0.025930677,0.00985,0.000186574,"mtdna101",60,NA,"external","dioecism"
"1935","Trachurus mediterraneus",2008,"Mediterraneus horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","MS1",40.99,28.85,NA,"2005","control region",10,"862",0.978,0.02118726,0.00786,0.00018025,"mtdna101",60,NA,"external","dioecism"
"1936","Trachurus mediterraneus",2009,"Mediterraneus horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","MS2",40.2,26.43,NA,"2005","control region",10,"862",1,0,0.00838,0.000148627,"mtdna101",60,NA,"external","dioecism"
"1937","Trachurus mediterraneus",2010,"Mediterraneus horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","NMS1",36.86,30.69,NA,"2005","control region",6,"862",1,0,0.007,0.000342929,"mtdna101",60,NA,"external","dioecism"
"1938","Trachurus mediterraneus",2011,"Mediterraneus horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","NMS2",36.64,36.13,NA,"2005","control region",10,"862",0.978,0.015811388,0.00866,0.000199223,"mtdna101",60,NA,"external","dioecism"
"1939","Trachurus murphyi",2012,"Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","Chile","Iquique",-20.0855555555556,-70.0188888888889,"CHTRACCH","2002","control region",30,"772",0.36,NA,7e-04,NA,"mtdna101",70,NA,"external","dioecism"
"1940","Trachurus murphyi",2013,"Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","Chile","Talcahuano",-39.0522222222222,-75.0186111111111,"CHTRACCH","2002","control region",35,"772",0.22,NA,4e-04,NA,"mtdna101",70,NA,"external","dioecism"
"1941","Trachurus murphyi",2014,"Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","New Zealand","New Zealand",-37.0180555555556,178.116666666667,NA,"2002","control region",26,"772",0.15,NA,2e-04,NA,"mtdna101",70,NA,"external","dioecism"
"1942","Trachurus murphyi",2015,"Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","Ocean","Open Ocean",-32.05,-91.0333333333333,NA,"2006","control region",52,"772",0.41,NA,7e-04,NA,"mtdna101",70,NA,"external","dioecism"
"1943","Trachurus murphyi",2016,"Chilean jack mackerel","Cardenas et al. 2009 Fisheries Research 100:109-115","USA","San Antonio",-33.583333,-71.616667,NA,"2002","control region",30,"772",0.51,NA,8e-04,NA,"mtdna101",70,NA,"external","dioecism"
"1944","Trachurus picturatus",2017,"Blue jack mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","AS",38.46,26.89,NA,"2005","control region",18,"862",0.98,0.01673486,0.00673,0.000108423,"mtdna101",60,NA,"external","dioecism"
"1945","Trachurus picturatus",2018,"Blue jack mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","NMS1",36.86,30.69,NA,"2005","control region",20,"862",0.974,0.014087228,0.00652,0.000172177,"mtdna101",60,NA,"external","dioecism"
"1946","Trachurus trachurus",2019,"Atlantic horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","AS",38.46,26.89,NA,"2005","control region",12,"862",0.909,0.010969655,0.00327,0.000251147,"mtdna101",70,129758.7273,"external","dioecism"
"1947","Trachurus trachurus",2020,"Atlantic horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","MS1",40.99,28.85,NA,"2005","control region",12,"862",0.955,0.015877132,0.00339,0.000199186,"mtdna101",70,129758.7273,"external","dioecism"
"1948","Trachurus trachurus",2021,"Atlantic horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","MS2",40.2,26.43,NA,"2005","control region",12,"862",0.97,0.017609183,0.00476,0.000167432,"mtdna101",70,129758.7273,"external","dioecism"
"1949","Trachurus trachurus",2022,"Atlantic horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","NMS1",36.86,30.69,NA,"2005","control region",11,"862",1,0.027739044,0.00388,0.00027136,"mtdna101",70,129758.7273,"external","dioecism"
"1950","Trachurus trachurus",2023,"Atlantic horse mackerel","Bektas and Belduz 2008 Journal of Fish Biology 73:1228-1248","Turkey","NMS2",36.64,36.13,NA,"2005","control region",13,"862",0.987,0.014976905,0.00345,0.000208013,"mtdna101",70,129758.7273,"external","dioecism"
"1951","Triaenodon obesus",2024,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Australia","Central GBR",-20.1,148.5,NA,"","control region",20,"1025",0.43,NA,0.002,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1952","Triaenodon obesus",2025,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Australia","Cocos Keeling",-12.1,96.9,NA,"","control region",22,"1025",0.61,NA,0.003,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1953","Triaenodon obesus",2026,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Australia","North GBR",-18.7,146.6,NA,"","control region",20,"1025",0.69,NA,0.002,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1954","Triaenodon obesus",2027,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Australia","Osprey Reef",-18.1,147.6,NA,"","control region",5,"1025",0.4,NA,0.002,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1955","Triaenodon obesus",2028,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","France (French Polynesia)","Marquesas",-9.8,-138.9,NA,"","control region",10,"1025",0.64,NA,0.003,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1956","Triaenodon obesus",2029,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Indonesia","Bali",-8.9,114.2,NA,"","control region",4,"1025",1,NA,0.004,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1957","Triaenodon obesus",2032,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","Singapore","Singapore",1.35,104.5,NA,"","control region",5,"1025",0.6,NA,0.001,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1958","Triaenodon obesus",2034,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","USA","French Frigate",23.86,-166.2,NA,"","control region",6,"1025",0.53,NA,0.002,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1959","Triaenodon obesus",2035,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","USA","Gardner",24.9,-167.9,NA,"","control region",30,"1025",0.51,NA,0.002,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1960","Triaenodon obesus",2036,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","USA","Guam",13.4,144.9,NA,"","control region",5,"1025",0.4,NA,0.002,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1961","Triaenodon obesus",2037,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","USA","Laysan",25.76,-171.7,NA,"","control region",20,"1025",0.52,NA,0.002,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1962","Triaenodon obesus",2038,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","USA","Maro",25.41,-170.58,NA,"","control region",22,"1025",0.45,NA,0.002,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1963","Triaenodon obesus",2039,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","USA","Maui",20.9,-156.2,NA,"","control region",17,"1025",0.6,NA,0.003,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1964","Triaenodon obesus",2040,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","USA","Necker",23.57,-164.69,NA,"","control region",30,"1025",0.19,NA,0.001,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1965","Triaenodon obesus",2041,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","USA","Oahu",21.74,-157.9,NA,"","control region",17,"1025",0.49,NA,0.002,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1966","Triaenodon obesus",2042,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","USA","Palmyra",5.85,-162.05,NA,"","control region",8,"1025",0.43,NA,0.002,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1967","Triaenodon obesus",2043,"Whitetip reef shark","Whitney et. al 2012 Journal of Biogeography 39:1144-1156","USA","Pearl and Hermes",27.8,-175.8,NA,"","control region",5,"1025",0.4,NA,0.002,NA,"mtdna101",213,1,"internal (oviduct)","dioecism"
"1968","Trygonorrhina dumerilii",2044,"Southern fiddler ray","Donnellan et al. 2015 Zootaxa 3981:367-384","Australia","Comet Bay",-32.5,115.17,NA,"2005-2007","ND4",16,"875",0.325,NA,NA,NA,"mtdna102",146,NA,NA,NA
"1969","Trygonorrhina dumerilii",2045,"Southern fiddler ray","Donnellan et al. 2015 Zootaxa 3981:367-384","Australia","GSV",-35.2,138.19,NA,"2004","ND4",7,"875",0.286,NA,NA,NA,"mtdna102",146,NA,NA,NA
"1970","Trygonorrhina fasciata",2046,"Eastern fiddler ray","Donnellan et al. 2015 Zootaxa 3981:367-384","Australia","Stockton",-32.91,151.79,NA,"2006","ND4",6,"875",0.333,NA,NA,NA,"mtdna102",126,NA,"internal (oviduct)","dioecism"
"1971","Uropterygius micropterus",2048,"Tidepool snake moray","Huang et al. 2018 Peerj 10.7717/peerj.4741","Japan","Ishigaki Island",24.423486,124.172027,NA,"2014-2016","cytb, cytochrome c oxidase subunit I",14,"1336",1,NA,0.0063,NA,"mtdna102",30,NA,NA,NA
"1972","Uropterygius micropterus",2049,"Tidepool snake moray","Huang et al. 2018 Peerj 10.7717/peerj.4741","Philippines","Badian",9.867671,123.348031,NA,"2014-2016","cytb, cytochrome c oxidase subunit I",39,"1336",0.9973,NA,0.0064,NA,"mtdna102",30,NA,NA,NA
"1973","Uropterygius micropterus",2050,"Tidepool snake moray","Huang et al. 2018 Peerj 10.7717/peerj.4741","Taiwan","Checheng",22.073644,120.692291,NA,"2014-2016","cytb, cytochrome c oxidase subunit I",31,"1336",0.9979,NA,0.0061,NA,"mtdna102",30,NA,NA,NA
"1974","Uropterygius micropterus",2051,"Tidepool snake moray","Huang et al. 2018 Peerj 10.7717/peerj.4741","Taiwan","Green Island",22.666293,121.489522,NA,"2014-2016","cytb, cytochrome c oxidase subunit I",20,"1336",1,NA,0.0067,NA,"mtdna102",30,NA,NA,NA
"1975","Uropterygius micropterus",2052,"Tidepool snake moray","Huang et al. 2018 Peerj 10.7717/peerj.4741","Taiwan","Jihui",23.125171,121.397756,NA,"2014-2016","cytb, cytochrome c oxidase subunit I",32,"1336",0.998,NA,0.0073,NA,"mtdna102",30,NA,NA,NA
"1976","Uropterygius micropterus",2053,"Tidepool snake moray","Huang et al. 2018 Peerj 10.7717/peerj.4741","Taiwan","Liuqiu",22.342656,120.371779,NA,"2014-2016","cytb, cytochrome c oxidase subunit I",12,"1336",1,NA,0.0069,NA,"mtdna102",30,NA,NA,NA
"1977","Uropterygius micropterus",2054,"Tidepool snake moray","Huang et al. 2018 Peerj 10.7717/peerj.4741","Taiwan","Shitiping",23.488919,121.513813,NA,"2014-2016","cytb, cytochrome c oxidase subunit I",36,"1336",0.9921,NA,0.006,NA,"mtdna102",30,NA,NA,NA
"1978","Uropterygius micropterus",2055,"Tidepool snake moray","Huang et al. 2018 Peerj 10.7717/peerj.4741","Taiwan","Wanlitong",21.995373,120.703934,NA,"2014-2016","cytb, cytochrome c oxidase subunit I",11,"1336",1,NA,0.0062,NA,"mtdna102",30,NA,NA,NA
"1979","Verasper variegatus",2056,"Spotted halibut","Ortega Villaizan Romo et al. 2006","Japan","Hakatajima, Ehime Prefecture",34.216,133.143758,NA,"2001-2002","control region",40,"729",0.193,NA,3e-04,NA,"mtdna101",60,NA,"external","dioecism"
"1980","Verasper variegatus",2057,"Spotted halibut","Ortega Villaizan Romo et al. 2006","Japan","Nagasaki, Nagasaki Prefecture",32.769,129.732755,NA,"2001-2002","control region",40,"729",0.193,NA,3e-04,NA,"mtdna101",60,NA,"external","dioecism"
"1981","Verasper variegatus",2058,"Spotted halibut","Ortega Villaizan Romo et al. 2006","Japan","Oofunato, Iwate Prefecture",39.045,142.136651,NA,"2000-2001","control region",40,"729",0.603,NA,0.001,NA,"mtdna101",60,NA,"external","dioecism"
"1982","Verasper variegatus",2059,"Spotted halibut","Ortega Villaizan Romo et al. 2006","Japan","Souma, Fukushima Prefecture",37.731,141.151895,NA,"2001-2002","control region",25,"729",0.62,NA,0.002,NA,"mtdna101",60,NA,"external","dioecism"
"1983","Verasper variegatus",2060,"Spotted halibut","Sekino et. al 2011 Conservation Genetics 12:139-159","","CYS",37.8,122.7,NA,"2004-2006","cytb",26,"679",0.15,NA,3e-04,NA,"mtdna102",60,NA,"external","dioecism"
"1984","Verasper variegatus",2061,"Spotted halibut","Sekino et. al 2011 Conservation Genetics 12:139-159","","CYS",37.8,122.7,NA,"2004-2006","ND2",26,"633",0.22,NA,4e-04,NA,"mtdna102",60,NA,"external","dioecism"
"1985","Verasper variegatus",2062,"Spotted halibut","Sekino et. al 2011 Conservation Genetics 12:139-159","","FKS",37.5,141.1,NA,"2007","cytb",77,"679",0.56,NA,9e-04,NA,"mtdna102",60,NA,"external","dioecism"
"1986","Verasper variegatus",2063,"Spotted halibut","Sekino et. al 2011 Conservation Genetics 12:139-159","","FKS",37.5,141.1,NA,"2007","ND2",77,"633",0.67,NA,0.0014,NA,"mtdna102",60,NA,"external","dioecism"
"1987","Verasper variegatus",2064,"Spotted halibut","Sekino et. al 2011 Conservation Genetics 12:139-159","","ISB",34.8,136.7,NA,"2007-2008","cytb",18,"679",0.45,NA,7e-04,NA,"mtdna102",60,NA,"external","dioecism"
"1988","Verasper variegatus",2065,"Spotted halibut","Sekino et. al 2011 Conservation Genetics 12:139-159","","ISB",34.8,136.7,NA,"2007-2008","ND2",18,"633",0.31,NA,5e-04,NA,"mtdna102",60,NA,"external","dioecism"
"1989","Verasper variegatus",2066,"Spotted halibut","Sekino et. al 2011 Conservation Genetics 12:139-159","","SDB",38.2,141.18,NA,"2007","cytb",36,"679",0.55,NA,9e-04,NA,"mtdna102",60,NA,"external","dioecism"
"1990","Verasper variegatus",2067,"Spotted halibut","Sekino et. al 2011 Conservation Genetics 12:139-159","","SDB",38.2,141.18,NA,"2007","ND2",36,"633",0.81,NA,0.0019,NA,"mtdna102",60,NA,"external","dioecism"
"1991","Verasper variegatus",2068,"Spotted halibut","Sekino et. al 2011 Conservation Genetics 12:139-159","","SIS",33.5,131.9,NA,"2001-2002","cytb",50,"679",0.04,NA,1e-04,NA,"mtdna102",60,NA,"external","dioecism"
